RoomArea,NumberofAppliances,OutsideTemperature,InsulationThickness,BuildingType,HVACSystem,AverageTemperature,EnergyConsumption
179.05,19.0,34.32,18.8,Commercial,Heat Pump,23.19,3319.37
21.01,1.0,25.92,18.4,Commercial,Heat Pump,24.78,131.7
86.78,20.0,32.62,17.32,Office,Heat Pump,20.72,2006.61
252.39295556963165,5.0,18.46,9.71,Hospital,Split AC,19.52,117.15613237893855
250.93,21.0,33.24,16.35,Residential,Central AC,26.36,4728.36
124.55,33.0,24.89,7.37,Commercial,Split AC,23.7,3312.36
322.96,35.0,19.91,7.61,Residential,Split AC,21.4,4409.32
14.170061675425938,105.0,21.24,13.58,Residential,Split AC,20.34,991.29
21.97,4.0,23.38,19.03,Residential,VRF,23.92,280.24
46.33,10.0,19.6,6.61,Office,Split AC,20.34,1053.71
259.45018420769566,11.0,29.95,14.28,Residential,Split AC,25.8,127.02152588371011
42.48,19.0,76.09930907653761,19.01,Residential,Central AC,19.78,1174.93
47.47,10.0,15.04,6.62,Residential,VRF,18.58,741.33
22.04,5.0,46.19352195958381,7.1,Commercial,Split AC,25.39,585.73
27.7,8.0,17.78,23.84,Commercial,Heat Pump,18.0,427.13
38.07,14.0,8.94,0.28339111415088314,Educational,Split AC,20.73,13012.126596646707
324.8,48.0,29.06,13.96,Residential,Heat Pump,25.02,4971.23
137.17,38.0,33.85,5.17,Educational,VRF,25.0,3776.35
281.7277226160963,7.0,33.04,17.26,Commercial,Heat Pump,24.41,181.72086430788372
48.98,11.0,12.55,11.83,Office,Split AC,18.89,1472.76
62.75,15.0,6.79,23.1,Office,Central AC,18.0,2052.58
136.5,16.0,21.33,15.32,Residential,VRF,22.84,1557.34
259.93,44.0,21.17,10.23,Hospital,Central AC,21.37,5909.14
25.66,6.0,26.99,13.32,Educational,Split AC,24.59,445.24
22.8,3.0,31.35,25.54,Commercial,Central AC,24.4,477.33
117.64,18.0,23.06,28.33609517285839,Educational,VRF,22.18,10129.418398076557
57.86,20.0,15.85,22.78,Commercial,vrf,18.52,1091.42
50.78,16.0,31.92,17.25,Office,Heat Pump,21.63,1372.2
195.38,15.0,25.27,8.84,Office,Rooftop Unit,24.88,3274.29
60.44,15.0,35.73,15.32,Residential,Central AC,26.06,1914.2
138.17,29.0,26.68,17.12,Residential,Central AC,24.97,2307.22
10.47,3.0,25.6,20.41,Residential,Split AC,23.91,168.55
19.11,1.0,32.07,30.0,Residential,Rooftop Unit,25.92,281.74
13.98,4.0,14.26,-4.758930672365294,Residential,VRF,22.36,243.25
57.67,16.0,-58.83648641388196,6.59,Residential,Central AC,27.8,2077.48
27.28,8.0,26.4,16.36,Hospital,VRF,22.96,647.21
60.11,18.0,36.21,14.95,Office,Central AC,25.4,2273.9
194.93,35.0,55.00199595142429,14.18,Hospital,Central AC,24.77,6207.77
149.18,16.0,42.16,9.3,Educational,,27.61,6825.41
15.66,3.0,5.0,9.44,Office,Central AC,18.12,833.47
19.02,1.0,35.21,14.5,Office,Heat Pump,24.65,460.09
34.18,17.0,12.3,12.2,Residential,Heat Pump,21.29,921.25
51.1,13.0,83.75952357921945,13.54,Residential,Split AC,21.47,1242.73
99.57,24.0,22.34,7.3,Office,Heat Pump,23.98,2041.28
19.55,3.0,24.07,18.44,Commercial,VRF,24.18,231.65
18.92252763030578,128.0,25.99,18.75,Commercial,Split AC,25.45,1138.89
69.63,12.0,13.89,16.88,Educational,Heat Pump,21.05,1005.19
13.8,6.0,27.63,16.44,Educational,Central AC,26.24,329.3
49.21,20.0,25.91,10.36,Educational,VRF,23.95,939.23
66.68,11.0,27.51,15.89,Commercial,Central AC,26.53,1581.17
54.36,10.0,23.13,7.77,Residential,Split AC,21.86,909.7
158.08,16.0,9.45,11.85,Residential,Central AC,18.0,3893.17
18.97,4.0,15.61,23.4,Educational,Heat Pump,19.95,214.38
60.07,14.0,32.19,7.19,Office,Heat Pump,23.65,1514.44
45.12,14.0,30.38,9.72,Residential,VRF,22.96,886.2
42.24,17.0,32.65,17.44,Residential,Central AC,26.17,1264.73
72.39,-9.0,42.03,12.65,Educational,Rooftop Unit,30.0,2397.67
23.78,5.0,15.78,24.17,Educational,Split AC,18.0,311.24
66.93,13.0,22.16,11.92,Office,Split AC,22.59,1455.86
35.39,10.0,38.03,15.23,Commercial,Split AC,25.53,1604.12
31.13,20.0,17.25,7.21,Office,Split AC,19.96,1207.35
15.69,7.0,14.19,4.38,Office,Heat Pump,19.67,475.38
25.25,1.0,28.3,9.89,Office,Central AC,26.69,438.52
81.55,29.0,26.09,8.91,Office ,Rooftop Unit,23.9,2426.37
50.13,6.0,33.68,11.17,Hospital,Central AC,67.63041955165802,2119.73
18.77,7.0,,18.87,Office,Central AC,26.45,525.36
71.17,19.0,11.65,16.25,Educational,Heat Pump,22.07,1322.53
71.91,18.0,13.24,12.66,Office,Central AC,20.13,2700.07
10.46,7.0,24.17,17.74,Hospital,Heat Pump,23.63,348.52
70.81,7.0,18.64,15.97,Commercial,Heat Pump,18.28,949.47
193.16,25.0,33.55,11.96,Residential,Central AC,25.51,4814.5
37.49,14.0,6.85,-1.899184565960563,Residential,Split AC,18.0,1328.82
56.92,10.0,23.8,13.21,Residential,Rooftop Unit,22.17,893.8
38.71,16.0,27.51,8.26,Residential,VRF,25.04,859.26
78.53,8.0,27.71,13.21,Commercial,Split AC,24.42,1548.75
49.18,2.0,30.94,25.83,Educational,Split AC,24.43,9206.363728410357
77.16,19.0,25.96,7.67,Residential,Rooftop Unit,22.21,1964.41
57.44,17.0,12.91,14.9,Office,VRF,19.92,1651.71
19.13,2.0,20.85,14.26,Office,Rooftop Unit,22.54,376.15
55.3,5.0,36.52,9.85,Educational,Split AC,26.67,1627.62
14.51,7.0,28.51,8.06,Office,Split AC,24.78,516.01
63.37,5.0,34.71,20.36,Hospital,VRF,22.53,1727.98
34.51,9.0,9.21,13.59,Office,Split AC,20.28,1172.58
16.83,7.0,25.55,15.58,Residential,Heat Pump,24.21,218.78
29.74,8.0,16.0,,Residential,Split AC,19.09,576.76
43.76,5.0,25.32,30.0,Residential,Central AC,24.82,451.84
29.05,3.0,5.84,11.19,Hospital,Split AC,18.77,1604.9
23.76,6.0,33.32,16.35,Commercial,Split AC,26.38,808.75
47.96,15.0,31.82,17.69,Commercial,Heat Pump,22.65,1156.34
19.29,1.0,19.95,18.31,Hospital,Central AC,19.5,247.84
49.95,5.0,29.05,7.71,Residential,Central AC,28.03,952.14
12.27,7.0,33.65,14.23,Commercial,Split AC,24.62,538.6
14.67,6.0,15.34,0.2890171397066188,Office,Heat Pump,18.88,12073.275571592276
23.64,6.0,40.04,15.51,Office,VRF,25.97,721.05
20.03,6.0,20.47,7.68,Residential,Central AC,20.08,416.67
199.68,24.0,18.33,4.66,Educational,Central AC,18.14,3308.72
30.98,6.0,26.15,14.87,Residential,Heat Pump,22.0,351.16
13.56,4.0,19.25,,Educational,Split AC,21.65,220.95
65.15,12.0,18.75,10.27,Hospital,Central AC,20.58,1678.33
79.02,7.0,38.73,21.46,Office,Heat Pump,23.36,1449.31
151.44,39.0,22.06,11.71,Office,VRF,19.41,2394.97
37.73,10.0,14.0,16.18,Office,Split AC,20.48,913.36
17.32,8.0,13.76,15.6,Hospital,Split AC,20.48,956.66
17.96,6.0,24.1,25.42,Educational,Central AC,25.77,342.42
121.85,34.0,18.73,14.91,Commercial,Split AC,21.51,3129.47
13.66,3.0,19.54,29.04,Hospital,Split AC,20.66,289.13
12.99,4.0,18.46,10.31,Residential,Heat Pump,20.71,192.98
19.97,1.0,45.0,15.04,,Heat Pump,22.17,503.02
16.0,3.0,5.18,7.62,Hospital,Heat Pump,19.18,631.68
47.22,12.0,21.82,29.42,Office,Split AC,20.19,636.01
14.11,4.0,19.63,15.65,Hospital,Central AC,19.82,354.04
15.97,2.0,27.84,13.7,Residential,Central AC,25.11,260.25
10.76,3.0,14.88,25.03,Residential,Rooftop Unit,18.5,226.89
31.18,8.0,27.65,20.11,Residential,Split AC,25.89,507.94
49.7,8.0,21.88,20.3,Residential,VRF,19.6,543.2
118.51,33.0,43.87,12.47,Residential,VRF,24.75,3823.65
35.95,20.0,26.32,13.32,Residential,VRF,25.54,631.01
58.45,17.0,19.96,11.97,Residential,Rooftop Unit,19.81,1215.66
29.45,4.0,18.99,5.13,Commercial,Split AC,20.83,683.5
116.91,10.0,36.59,15.79,Residential,Central AC,26.32,3250.3
26.84,2.0,31.8,11.27,,Rooftop Unit,25.9,649.57
17.58,5.0,25.8,22.09,Commercial,Split AC,27.41,333.96
50.97,5.0,20.46,6.0,Educational,Rooftop Unit,20.22,758.98
18.83,4.0,36.33,12.87,Commercial,Rooftop Unit,28.1,875.85
15.5,8.0,21.63,11.01,Commercial,Heat Pump,22.79,438.7
240.92,37.0,29.98,8.15,Educational,Central AC,25.31,6510.28
30.44,12.0,27.26,20.49,Educational,Central AC,26.58,715.69
25.76,1.0,29.41,22.51,Hospital,Central AC,28.56,508.82
23.21,6.0,41.77,20.57,Residential,VRF,24.26,667.69
124.66,23.0,25.26,14.79,Commercial,Split AC,26.41,2013.98
44.14,10.0,14.94,15.61,Commercial,Split AC,20.9,1225.52
30.09,7.0,32.59,12.93,Office,Central AC,23.84,922.28
21.55,3.0,28.86,14.01,Residential,Central AC,26.93,398.96
14.94,6.0,14.96,13.93,Residential,VRF,22.77,292.84
39.47,13.0,10.91,18.62,Educational,Rooftop Unit,18.41,1217.56
39.25,6.0,43.16,20.53,Office,Central AC,29.93,1466.02
32.76,7.0,46.34972685064217,18.1,Educational,Split AC,26.15,1092.41
45.47,16.0,21.86,10.46,Residential,VRF,22.9,755.84
29.21,8.0,29.38,19.47,Residential,Central AC,27.56,538.59
28.59,7.0,25.59,10.93,Office,Split AC,22.17,722.95
51.19,9.0,26.81,10.98,Residential,Central AC,24.31,959.15
74.98,18.0,27.27,11.56,Educational,Central AC,26.35,1543.47
78.56,10.0,27.72,-1.7583638398523593,Hospital,Central AC,23.94,2084.34
198.06,21.0,11.89,17.72,Educational,Central AC,19.55,4737.43
36.9,14.0,39.4,4.63,Commercial,VRF,23.95,1955.77
40.32,5.0,34.9,14.55,Residential,Heat Pump,25.13,648.4
160.78,10.0,17.02,20.63,Residential,VRF,18.53,1228.84
125.07,34.0,31.83,16.06,Office,Central AC,,3780.82
58.62,16.0,35.08,4.8,Residential,Central AC,27.65,1947.34
49.37,19.0,30.4,10.64,Residential,Heat Pump,24.75,885.94
10.06,1.0,41.88,12.76,Residential,Rooftop Unit,29.31,339.03
26.78,6.0,7.25,11.57,Hospital,Split AC,18.93,1377.69
59.92,8.0,36.26,16.66,,Split AC,25.21,1525.33
25.33,-7.0,19.12,10.59,Office,Rooftop Unit,20.79,576.6
20.12,4.0,17.22,23.28,Residential,Split AC,19.1,278.72
267.57,50.0,30.55,30.0,Commercial,Heat Pump,20.35,4500.73
51.35,16.0,24.13,13.04,Residential,Split AC,22.04,1027.63
11.35,8.0,25.93,12.89,Residential,VRF,23.39,265.81
17.57,6.0,28.73,5.86,Residential,Split AC,24.82,563.76
101.15,27.0,33.1,30.0,Residential ,Heat Pump,25.03,1602.39
39.44,14.0,20.09,13.56,Office,Heat Pump,22.39,746.84
78.55,17.0,26.35,9.99,Residential,,22.65,1457.85
28.08,7.0,15.71,21.39,Commercial,Central AC,18.19,780.67
29.54,6.0,20.05,23.17,Educational,Split AC,21.42,524.73
24.85,7.0,29.23,4.1,Office,VRF,25.86,541.77
86.46,18.0,28.72,13.0,Residential,Split AC,27.03,1446.72
39.04,2.0,22.97,10.56,Commercial,Rooftop Unit,21.89,9131.43195180469
24.59,2.0,32.34,19.24,Office,VRF,25.11,381.18
33.12,20.0,23.82,7.36,Commercial,Rooftop Unit,22.56,1641.96
79.04,16.0,17.26,14.08,Office,Central AC,-14.333751114985281,1905.61
49.35,16.0,23.55,9.77,Commercial,Split AC,23.79,1405.46
78.83,16.0,12.79,0.3921115128713416,Residential,Central AC,19.72,9920.53339355715
63.83,17.0,25.26,18.96,,Central AC,22.97,1305.94
12.11,5.0,20.45,12.91,Educational,VRF,20.63,259.68
76.18,7.0,16.35,28.55,Commercial,Split AC,19.68,1148.98
13.85,7.0,33.27,7.63,Office,Rooftop Unit,26.53,728.23
82.79,11.0,58.14428205405797,6.92,Office,Split AC,20.94,2451.05
17.205460896466413,10.0,5.0,13.87,Commercial,Split AC,18.0,12303.38431146798
22.24,-4.0,31.3,22.19,Residential,Central AC,26.66,385.55
186.77,19.0,14.97,11.23,Commercial,Split AC,19.86,4575.61
64.43,17.0,14.46,8.12,,Heat Pump,21.99,1322.58
17.03,8.0,8.62,6.32,Commercial,VRF,20.63,778.16
76.44,20.0,8.73,8.75,Residential,Heat Pump,22.24,1888.43
55.38,13.0,20.26,11.55,Office,Rooftop Unit,23.39,1321.96
50.69,8.0,10.1,12.46,OFFICE,Central AC,19.1,1976.09
32.99,16.0,30.16,8.79,Office,Central AC,24.42,1558.45
129.23,25.0,16.57,12.06,Hospital,Heat Pump,18.0,2228.24
64.36,19.0,33.17,13.54,Office,VRF,84.85555955747667,1414.98
73.0,11.0,25.29,19.36,Educational,Split AC,24.41,1152.93
27.18,3.0,23.28,0.8815020510086777,Residential,Heat Pump,22.36,14038.85270267787
184.84,18.0,21.9,6.09,Hospital,Central AC,22.95,4581.65
62.98,11.0,6.33,8.92,Residential,Split AC,19.45,2091.81
14.9,1.0,25.56,6.39,Residential,Heat Pump,22.91,104.46
13.16,5.0,17.74,18.76,Educational,VRF,19.25,243.69
189.12,39.0,30.96,16.02,Commercial,Split AC,24.09,5423.06
59.86,6.0,20.5,12.94,Residential,Heat Pump,22.6,609.41
12.68,8.0,12.35,26.73,Office,Heat Pump,21.75,387.7
26.35,8.0,20.33,9.27,Educational,Split AC,19.86,497.11
236.62700240727293,7.0,21.56,7.47,Commercial,Split AC,22.57,25.025753711421892
283.13,2.0,24.19,17.64,Educational,VRF,23.12,11090.959377388892
189.73,35.0,6.05,13.18,Residential,Central AC,18.47,5704.79
64.14,14.0,32.0,11.75,Residential,Heat Pump,66.58989202660887,1257.49
75.82,15.0,23.98,12.88,Educational,VRF,24.49,999.6
303.94,31.0,32.06,20.17,Commercial,Split AC,23.64,6996.18
172.8,37.0,23.97,6.85,Hospital,Split AC,22.8,4882.76
10.58,3.0,26.82,22.28,Educational,,24.98,172.31
15.35,8.0,29.68,11.78,Hospital,Rooftop Unit,25.42,744.83
16.12,2.0,28.42,13.96,Commercial,VRF,25.13,261.27
37.06,9.0,40.12,12.68,RESIDENTIAL,Split AC,25.58,1319.47
13.8,4.0,37.96,17.88,Residential,Heat Pump,24.51,311.85
183.6,28.0,14.61,17.87,Commercial,Central AC,21.08,5470.88
20.29962280549991,74.0,22.61,10.4,Educational,Heat Pump,23.97,743.71
161.99,34.0,20.32,11.69,Residential,Split AC,20.58,2255.92
15.47,8.0,28.85,11.36,Educational,Heat Pump,23.78,331.89
14.5,8.0,19.17,13.53,Educational,Split AC,20.61,385.82
24.606159073578546,26.0,24.78,6.4,Residential,Split AC,23.13,13367.416265177966
64.45,-5.0,30.01,11.31,Educational,Heat Pump,23.34,1091.78
74.11,14.0,18.27,24.59,Residential,Rooftop Unit,18.88,1046.17
22.46,8.0,25.08,21.48,Residential,Heat Pump,20.71,361.5
26.54,6.0,31.1,-3.701326286852433,Residential,Split AC,26.14,504.39
35.63,12.0,32.95,-5.10840043234013,Office,Split AC,24.94,1380.98
27.51,5.0,14.48,9.52,Commercial,Central AC,19.33,1001.26
43.36,13.0,5.0,10.47,Residential,Heat Pump,21.37,1087.37
15.054522287595063,19.0,43.29,12.85,Commercial,Rooftop Unit,28.1,13927.789551329806
54.31,13.0,18.7,9.67,Residential,Split AC,19.46,1028.28
32.97,10.0,19.86,17.29,Hospital,Central AC,21.08,962.09
246.7204106994354,5.0,32.14,17.95,Commercial,Rooftop Unit,25.41,187.88062930125625
70.71,15.0,32.23,11.07,Educational,Split AC,23.59,2471.53
67.3,14.0,32.0,18.71,Commercial,Heat Pump,24.52,1448.88
19.10223108394961,5.0,20.74,22.68,Hospital,Central AC,20.07,10084.646859112956
13.89,3.0,20.61,9.44,Commercial,Central AC,20.11,380.4
22.84,2.0,-56.71671888908485,13.1,Commercial,Central AC,18.0,941.34
13.005617902384387,106.0,27.72,17.53,Educational,VRF,24.62,802.6
13.56,6.0,10.95,15.59,Residential,Split AC,21.31,384.32
22.02,8.0,13.8,6.0,Office,Rooftop Unit,20.79,984.63
19.04,8.0,16.68,8.1,Educational,Central AC,19.28,702.6
17.57,6.0,12.58,14.21,Office,VRF,21.69,605.48
226.95,40.0,40.14,19.53,Educational,Split AC,27.15,6393.23
25.98,2.0,34.81,13.3,Residential,VRF,23.6,481.19
193.97,26.0,9.02,13.33,Educational,Heat Pump,20.34,4818.59
24.31,5.0,25.38,15.35,Office ,Central AC,24.73,488.52
15.8,2.0,37.84,10.7,Commercial,Rooftop Unit,27.08,614.57
24.66,3.0,26.35,17.02,Commercial,Split AC,24.27,415.27
,3.0,23.67,17.82,Commercial,Heat Pump,22.34,292.21
50.46,20.0,18.67,19.37,Residential,Rooftop Unit,19.41,1293.5
25.26,3.0,25.86,6.83,Office,Split AC,26.5,440.24
336.81,28.0,18.16,10.29,Hospital,Central AC,18.0,7733.66
192.08,10.0,26.18,26.04,Office,Central AC,24.6,2214.66
234.4,32.0,45.0,21.49,Hospital,Central AC,29.85,11844.43
179.09,28.0,10.93,18.85,Hospital,Rooftop Unit,19.0,7677.39
65.31,10.0,30.77,25.16,Hospital,Split AC,23.41,1720.53
117.62,22.0,23.14,5.95,Residential,Heat Pump,21.11,1427.47
27.4,5.0,14.79,4.86,Office,Central AC,20.01,1009.62
32.28,12.0,5.07,21.63,Educational,Rooftop Unit,18.0,1335.05
121.37,17.0,26.41,9.75,Hospital,,22.97,3676.17
22.33,7.0,14.19,27.84,Office,Central AC,19.73,627.8
186.18,30.0,22.28,8.63,Office,Split AC,23.32,3263.56
146.14,12.0,42.09,11.59,Office,Split AC,-18.682794275451805,7049.74
18.99,1.0,35.27,18.78,Commercial,VRF,23.61,470.74
28.6,1.0,32.67,15.27,Residential,Split AC,26.67,432.24
57.79,20.0,10.51,10.47,Residential,,19.06,2121.53
38.47,13.0,28.19,13.21,Residential,VRF,27.18,748.31
52.2,10.0,18.95,17.68,Office,Rooftop Unit,19.62,1042.02
183.94,37.0,22.14,12.81,Hospital,Heat Pump,22.31,3574.66
39.91,20.0,42.5,11.86,Hospital,VRF,23.45,2857.42
61.3,18.0,26.23,8.53,Office,Split AC,24.87,1525.97
14.59,8.0,30.11,15.82,Residential,Rooftop Unit,24.88,658.04
24.39,1.0,23.67,20.8,Residential,Central AC,24.88,218.6
159.09,24.0,33.6,7.43,Educational,Central AC,26.06,5962.28
76.58,,20.05,8.12,Commercial,Central AC,21.52,1541.27
142.65,37.0,21.3,6.69,Residential,Rooftop Unit,20.04,2883.25
96.91,31.0,19.46,6.46,Residential,Rooftop Unit,21.44,2383.93
86.61,35.0,37.04,7.63,Office,Split AC,26.81,4589.95
70.95,5.0,15.77,19.43,Commercial,Central AC,19.93,1130.86
77.78,7.0,29.08,28.1,Commercial,Rooftop Unit,26.02,1535.45
75.57,17.0,42.94,8.44,Educational,VRF,23.25,3083.79
57.51,12.0,33.95,20.02,Office,VRF,26.05,1197.38
22.65,7.0,21.32,8.09,Residential,Central AC,19.77,605.03
15.81,7.0,28.63,21.8,Office,Heat Pump,27.07,309.51
77.54,10.0,26.39,24.36,Residential,Central AC,25.14,890.49
27.52,3.0,31.41,14.15,Commercial,Heat Pump,22.89,569.36
24.55,3.0,42.42,14.22,Office,Split AC,28.93,1075.61
22.51,2.0,8.36,12.22,Residential,Split AC,18.0,570.29
286.53148080859245,10.0,26.62,24.07,Residential,Heat Pump,24.64,95.19477958498209
94.95,26.0,34.96,9.89,Educational,Rooftop Unit,28.14,3637.1
41.17,14.0,5.0,11.72,Educational,VRF,21.7,1435.87
35.84,17.0,19.6,13.65,Hospital,VRF,21.69,1342.59
77.19,9.0,35.45,13.33,Residential,VRF,23.16,1955.19
13.22,5.0,17.46,26.22,Residential,Heat Pump,20.4,138.08
29.15,2.0,18.9,18.33,Residential,Central AC,19.31,286.74
155.06,40.0,14.33,25.5,Office,VRF,19.96,2768.51
69.2,19.0,27.01,5.87,Hospital,Heat Pump,24.69,2000.23
19.22,3.0,25.4,12.03,Hospital,Split AC,25.26,499.24
27.55,5.0,26.65,13.25,Residential,Rooftop Unit,24.44,460.38
35.29,7.0,12.41,14.16,Office,Split AC,22.01,1109.42
31.1,9.0,23.62,11.98,Residential,Split AC,23.78,607.83
29.29,4.0,18.01,12.81,Office,VRF,20.59,437.0
25.2,5.0,17.62,3.22,Hospital,Heat Pump,20.32,648.58
31.55,6.0,28.64,17.21,Educational,VRF,25.64,481.71
52.0,12.0,35.06,30.0,Educational,Central AC,24.73,1289.61
199.71,37.0,31.64,6.58,Educational,Split AC,24.28,6035.48
60.25,18.0,30.08,-7.3787220611334385,Office,Split AC,25.7,1608.67
66.29,16.0,20.6,14.16,Educational,Split AC,20.48,1225.92
12.2,5.0,33.79,14.19,Office,Heat Pump,25.1,300.36
70.68,15.0,11.83,18.79,Office,Split AC,19.72,1419.85
36.32,6.0,15.23,8.48,Commercial,central ac,18.0,1105.45
50.72,20.0,24.92,20.61,Hospital,Split AC,23.39,1676.63
38.69,14.0,20.29,8.0,Residential,Rooftop Unit,21.76,1041.88
96.6,39.0,29.78,14.11,Office,Heat Pump,25.21,2284.72
20.41,5.0,,9.66,Commercial,Split AC,22.3,761.72
67.84,13.0,21.82,5.07,Residential,Central AC,22.79,1502.9
276.1273167361208,13.0,15.92,16.84,Commercial,Split AC,20.18,69.86531537054866
10.82,6.0,14.01,12.92,Residential,Split AC,19.51,300.48
23.81,7.0,26.02,15.74,Hospital,VRF,21.48,545.18
75.07,14.0,33.36,11.99,Commercial,Split AC,26.64,2881.47
110.08,25.0,26.0,23.47,Hospital,VRF,23.1,2907.66
62.77,14.0,53.89444215618935,9.58,Commercial,Central AC,22.1,1921.04
25.96,2.0,13.07,10.14,Office,Split AC,20.32,660.97
17.7,5.0,21.7,13.18,Commercial,Heat Pump,20.41,315.81
47.69,6.0,19.74,28.763025667082267,Educational,Split AC,20.64,10004.671589239439
12.56,1.0,42.33,10.74,Residential,Split AC,28.15,396.05
18.86,8.0,16.81,16.45,Educational,Split AC,19.35,434.02
12.91,8.0,24.42,13.59,Office,Central AC,22.66,388.0
138.68,23.0,23.59,13.53,Hospital,Split AC,22.22,3435.08
335.47,26.0,40.63,21.49,Residential,Split AC,26.79,6709.09
70.77,17.0,27.27,16.77,Office,Split AC,26.99,1607.92
163.21,34.0,18.37,7.39,Office,Heat Pump,18.15,2328.74
96.82,27.0,33.97,6.01,Residential,Split AC,26.99,3181.45
48.65,15.0,28.29,11.87,Residential,Heat Pump,24.77,747.96
63.27,12.0,21.1,29.08,Hospital,Rooftop Unit,20.64,1569.25
10.54,5.0,23.27,20.08,Educational,Split AC,23.01,201.12
14.3,5.0,39.21,7.38,Office,Central AC,26.84,741.64
78.68,9.0,31.77,6.12,Office,Central AC,24.5,2320.28
56.47,1.0,21.03,24.48,Office,Central AC,21.24,8211.82012564604
145.35,20.0,31.64,6.68,Residential,Central AC,25.31,3872.48
62.57,6.0,23.47,12.45,Hospital,Rooftop Unit,22.9,-483.1899164734667
18.23,3.0,18.46,8.34,Hospital,Rooftop Unit,19.85,484.31
10.92,1.0,16.83,,Residential,Heat Pump,18.0,60.54
61.63,18.0,24.07,13.14,Office,VRF,22.84,1097.61
167.76,16.0,40.58,16.62,Residential,Central AC,26.22,4657.41
58.94,16.0,12.22,18.76,Residential,vrf,19.58,976.85
38.65,18.0,14.51,13.6,Educational,VRF,22.12,878.39
70.45,9.0,28.26,7.89,Commercial,VRF,25.47,1479.05
108.3,27.0,31.62,20.64,Commercial,VRF,22.99,3251.66
40.3,5.0,5.0,7.82,Residential,Split AC,18.0,1274.7
28.13,7.0,15.7,7.75,Commercial,Heat Pump,18.0,674.6
42.31,9.0,22.0,12.01,Educational,Heat Pump,19.82,599.02
17.05,1.0,19.39,15.7,Office,Split AC,22.0,320.5
63.01,15.0,29.28,14.2,Commercial,Rooftop Unit,27.1,1856.83
14.51,3.0,23.19,15.6,Hospital,Central AC ,21.42,398.28
35.28,16.0,27.8,10.17,Residential,Split AC,25.86,756.44
169.83,20.0,19.08,10.86,Educational,Split AC,20.91,2775.52
311.3388530045338,31.0,19.85,13.34,Commercial,VRF,23.21,34.72601654588714
21.63,8.0,10.22,9.93,Commercial,Rooftop Unit,18.0,1093.72
56.87,18.0,38.0,22.68,Residential,VRF,23.65,1087.48
70.54,12.0,18.45,20.63,Educational,Central AC,19.44,1224.53
44.32,7.0,29.46,13.02,Educational,Rooftop Unit,28.07,899.0
194.47,31.0,39.18,14.28,Office,Heat Pump,24.36,6046.56
43.44,16.0,22.58,21.8,Office,Central AC,20.95,1159.68
43.4,16.0,19.29,10.67,Commercial,Heat Pump,19.12,904.11
18.24538742467901,105.0,13.5,4.88,Educational,Split AC,20.74,712.08
44.23,14.0,25.92,9.47,Hospital,Central AC,23.62,1542.88
79.39,7.0,11.25,13.21,Educational,VRF,22.23,1674.02
29.23,3.0,51.588574856755876,7.59,Residential,Rooftop Unit,25.41,729.38
22.74,4.0,12.88,9.97,Residential,Split AC,20.03,515.8
58.37,20.0,29.9,10.75,Office,Rooftop Unit,27.03,1759.67
15.48,2.0,16.77,30.0,Residential,Split AC,18.97,137.85
58.8,17.0,41.06,15.87,Residential,Split AC,27.09,1972.42
123.6,15.0,18.14,17.14,Commercial,VRF,18.0,1483.68
17.33,1.0,30.86,30.0,Educational,Central AC,24.91,212.22
25.33,7.0,26.08,10.73,Educational,Split AC,24.07,472.75
24.97,8.0,21.85,22.08,Office,Central AC,22.97,495.24
147.23,37.0,33.2,25.88,Residential,Heat Pump,25.64,1966.15
25.78,4.0,22.33,-1.140332325453457,Commercial,Heat Pump,22.76,326.65
39.65,13.0,14.44,8.95,Commercial,Rooftop Unit,19.84,1619.35
45.18,17.0,26.94,11.64,Residential,Split AC,26.5,1109.51
35.87,-8.0,16.68,12.19,Residential,Split AC,19.07,884.58
-47.8867310115444,8.0,32.64,4.4,Educational,Heat Pump,23.29,1160.86
19.33,7.0,5.59,24.58,Hospital,VRF,21.23,733.79
13.01,-3.0,42.29,12.49,Commercial,VRF,22.27,818.07
38.47,14.0,19.03,21.64,Residential,Central AC,20.01,661.97
43.01,8.0,21.38,20.49,Residential,Central AC,22.48,672.2
38.98,11.0,29.36,26.02,Office,Rooftop Unit,27.05,818.95
46.07,19.0,7.91,7.29,Residential,Split AC,18.54,1927.14
15.47,2.0,30.26,4.11,Commercial,Central AC,24.22,512.59
23.37,3.0,18.45,26.43,Residential,VRF,19.73,257.01
178.97,11.0,23.29,12.62,Commercial,Rooftop Unit,22.54,3298.63
22.27,3.0,22.68,14.69,Educational,Rooftop Unit,23.49,357.64
24.32173665762364,81.0,23.64,18.69,Commercial,Central AC,24.27,344.15
20.5,2.0,41.52,28.561502359101603,Educational,VRF,24.12,11450.829175386403
10.96,1.0,21.69,23.68,Residential,Central AC,21.04,95.87
48.21,16.0,22.78,0.3144443801303475,Commercial,Heat Pump,19.27,14585.258661273232
61.14,12.0,21.92,21.21,Office,Rooftop Unit,22.1,1179.34
15.37,6.0,25.55,25.33,Office,VRF,23.57,291.74
81.07,13.0,22.67,12.88,Hospital,Rooftop Unit,22.56,1984.15
18.28,7.0,20.61,6.98,Educational,Rooftop Unit,19.73,460.58
27.03,,22.16,10.78,Educational,VRF,21.78,299.82
17.21,6.0,19.61,18.13,Educational,rooftop unit,19.61,477.48
